Región,Nombre de la campaña,ID de la campaña,País,Código de estado,Estado,Tipo,Segmentación,Fecha de inicio de la campaña,Fecha de finalización de la campaña,Importe del presupuesto de la campaña (convertido),Importe del presupuesto de la campaña,CPM (convertido),CPM,Ajuste de la puja por el top de búsquedas,Clics,CTR,Coste total (convertido),Coste total,CPC (convertido),CPC,Vistas de páginas de detalles del producto (nuevos para la marca),Añadir a la cesta,Añadir a la cesta (nuevos para la marca),Búsquedas de marca,Búsquedas de marca (nuevos para la marca),Vistas a la página de la Brand Store (nuevos para la marca),Compras,Ventas (convertido),Ventas,ROAS,Porcentaje de impresiones del top de búsquedas
ACTIVADA,AZ - SP - CUPERINOX-Cuchillería Cocina - PT - CAT: Juegos de cuchillos de cocina,A02712523EG2OVL9QNB1J,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,14/07/2026,,"5,00 €","5,00 €",,,"0,10",18,"0,0133","3,16 €","3,16 €","0,18 €","0,18 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,<5%
ACTIVADA,AZ - SP - CUPERINOX - Alicates cortauñas - KW,A02866723O5SS9S3Y7D8T,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,15/07/2026,,"5,00 €","5,00 €",,,"0,05",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX - Aceiteras 1L - KW,A014427442YMNW70CFXE,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,15/07/2026,,"5,00 €","5,00 €",,,"1,00",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX-Aceiteras - AUTO,A0212361R947D9N6FMV9,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,15/07/2026,,"5,00 €","5,00 €",,,"0,10",28,"0,0177","2,55 €","2,55 €","0,09 €","0,09 €",0,0,0,0,0,0,4,"79,92 €","79,92 €",31.341176470588234,<5%
ACTIVADA,AZ - SP - CUPERINOX - Cortauñas - KW,A01771691UDKRWTGY1ZOZ,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,15/07/2026,,"5,00 €","5,00 €",,,"0,05",6,"0,0016","2,46 €","2,46 €","0,41 €","0,41 €",0,0,0,0,0,0,0,"0,00 €","0,00 €",0,<5%
ACTIVADA,AZ - SP - CUPERINOX - Aceitera - PT - ATQ,A0809040GYP025OATZW6,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,15/07/2026,,"5,00 €","5,00 €",,,0,320,"0,0082","87,56 €","87,56 €","0,27 €","0,27 €",0,0,0,0,0,0,27,"288,55 €","288,55 €",3.2954545454545454,<5%
ACTIVADA,AZ - SP - CUPERINOX - Coltello Funghi - KW,A0990861302GBCZB6P7IB,Italia,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,MANUAL,21/07/2026,,"3,00 €","3,00 €",,,"1,00",39,"0,1074","10,59 €","10,59 €","0,27 €","0,27 €",0,0,0,0,0,0,10,"105,72 €","105,72 €",9.98300283286119,"31,84%"
ACTIVADA,AZ - SP - CUPERINOX - Coltello Funghi - PT - ATQ,A06365873RL77RB97HSXA,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,21/07/2026,,"3,00 €","3,00 €",,,0,44,"0,0291","11,51 €","11,51 €","0,26 €","0,26 €",0,0,0,0,0,0,13,"114,11 €","114,11 €",9.913987836663772,"58,50%"
ACTIVADA,AZ - SP - CUPERINOX-Tuppers - PT,A01498902DKLH507SGBX2,España,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,MANUAL,22/07/2026,,"10,00 €","10,00 €",,,"0,50",108,"0,0245","60,32 €","60,32 €","0,56 €","0,56 €",0,0,0,0,0,0,11,"169,35 €","169,35 €",2.807526525198939,<5%
ACTIVADA,AZ - SP - CUPERINOX-Carro - KW,A0235620NR8RTT2WKZB7,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,27/07/2026,,"5,00 €","5,00 €",,,"0,10",14,"0,0125","3,42 €","3,42 €","0,24 €","0,24 €",0,0,0,0,0,0,2,"47,10 €","47,10 €",13.771929824561404,<5%
ACTIVADA,AZ - SP - CUPERINOX-Carro - PT - ASIN,A033190326N5TOLHZQMC7,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,22/07/2026,,"5,00 €","5,00 €",,,"0,10",3,"0,0061","1,11 €","1,11 €","0,37 €","0,37 €",0,0,0,0,0,0,1,"23,55 €","23,55 €",21.216216216216214,"6,94%"
ACTIVADA,AZ - SP - CUPERINOX-Tuppers - KW,A00572633UFPU5W359ELW,España,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,MANUAL,22/07/2026,,"10,00 €","10,00 €",,,"0,10",75,"0,0047","45,24 €","45,24 €","0,60 €","0,60 €",0,0,0,0,0,0,9,"128,04 €","128,04 €",2.8302387267904514,<5%
ACTIVADA,AZ - SP - CUPERINOX-Carro - AUTO,A008887837WHK8M9CKXUI,España,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,AUTOMATIC,22/07/2026,,"2,00 €","2,00 €",,,"0,10",35,"0,0089","9,88 €","9,88 €","0,28 €","0,28 €",0,0,0,0,0,0,1,"23,55 €","23,55 €",2.3836032388663972,<5%
ACTIVADA,AZ - SP - CUPERINOX - Cafetera - KW,A07942431QHD8UR5VRL8L,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,04/08/2026,,"5,00 €","5,00 €",,,"1,00",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,Campagna -Rosa Solidario,A09243578SU4ZZOS6UI2,Italia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,20/11/2020,,"3,00 €","3,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,arcos Rosa Solidario,A095157218WGXI0GHOMYO,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,20/11/2020,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX - Cafetera italiana - KW,A02645113KAF3956XJEIA,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,03/08/2026,,"5,00 €","5,00 €",,,"0,25",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX - Cafeteras - PT - ATQ,A016064135R92Q1RDXPZG,España,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,MANUAL,03/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX - Cafetera - PT - ATQ,A00224592WP68F8KH1GQT,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,04/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,835800,A08190953NGD33FBMTS2J,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,27/11/2020,,"3,00 €","3,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - ARCOS-Cuchillería Cocina - PT -  DEF,A097699711TSZ826WAM6I,España,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,MANUAL,27/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SB - CUPERINOX - BRAND - KE - Visitas - TIT AUTO,A017443724VCJQHV91MST,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SB,MANUAL,26/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - ARCOS - Cuchillos de Mesa - PT - ATQ,A05309553W5UQC2WVOTH,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,27/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX - BRAND - PT - DEF,A021035613WR5EOWHOLI4,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX - BRAND - KW,A0471280TOJR76WEBA08,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/08/2026,,"5,00 €","5,00 €",,,"1,00",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - ARCOS - Cuchillos Chuleteros - PT - ATQ,A0769168H8UKK2TMSBDS,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,27/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - ARCOS-Cuchillería Cocina - KW,A00298359BQJ7N63M9W3,España,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,MANUAL,27/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUCHILLOS NIÑOS - PT - ATQ,A045210531KX1FL3W68A4,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,27/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - ARCOS-Cuchillo Pelador - KW,A09157502543A2D1G26R1,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,27/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - ARCOS - Cuchillos de Mesa - KW,A09125821BHFVNY7MHJKS,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,27/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - TODO EL CATÁLOGO - AUTO LOW,A01530011VBE3IOR3645K,Alemania,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,28/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX - BRAND - KW,A06366822IYIA0RY5KLO1,España,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,25/08/2026,,"5,00 €","5,00 €",,,"1,00",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX - BRAND - KW,A0092470RI00YL3E6SJG,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,25/08/2026,,"5,00 €","5,00 €",,,"1,00",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX - BRAND - PT - DEF,A07978631LL4QRB7VY75V,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,26/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - ARCOS - Cuchillos Chuleteros - KW,A017003329ZS75JUJUJ99,España,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,MANUAL,27/08/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,AZ - SP - CUPERINOX - BRAND - KW,A05100871K8TANRQS2P4T,Alemania,CAMPAIGN_PAUSED,En pausa,SP,MANUAL,26/08/2026,,"5,00 €","5,00 €",,,"1,00",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,Campaña - 01/12/2020 23:18:54,A08948862C5FRCUZZI8D6,Reino Unido,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,01/12/2020,,"4,66 €","4,00 GBP",,,0,0,0,"0,00 €","0,00 GBP",,,0,0,0,0,0,0,0,"0,00 €","0,00 GBP",0,0
EN PAUSA,257000,A0905973ZPCO9FP0XNEA,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,30/11/2020,,"3,00 €","3,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SB - BRAND - KW - Visitas - TIT AUTO,A062657033YPC3DECS3U1,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SB,MANUAL,03/09/2026,,"3,00 €","3,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - BRAND (ARCOS) - KW,A0415941UF17NE7VQPKB,España,CAMPAIGN_OUT_OF_BUDGET,Sin presupuesto,SP,MANUAL,03/09/2026,,"3,00 €","3,00 €",,,"1,00",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - BRAND - PT - DEF,A02295521QQEWMGC0I62G,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,03/09/2026,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - BRAND (ARCOS) - KW,A0068894L7MCO1V7QD9H,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,03/09/2026,,"3,00 €","3,00 €",,,"1,00",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - BRAND (ARCOS) - KW,A08244753EMWI0P5DRXQF,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,MANUAL,03/09/2026,,"3,00 €","3,00 €",,,"1,00",0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SB - BRAND - KW - Visitas - TIT AUTO,A06209062UL3XGS67PMGB,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SB,MANUAL,03/09/2026,,"3,00 €","3,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
ACTIVADA,AZ - SP - CUPERINOX-Cuchillos Mesa - AUTO - 815600,A03458541CKEILQGL02MC,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,13/12/2020,,"5,00 €","5,00 €",,,0,2410,"0,0058","648,19 €","648,19 €","0,27 €","0,27 €",0,0,0,0,0,0,311,"9682,50 €","9682,50 €",14.937749733874302,<5%
ACTIVADA,AZ - SP - CUPERINOX-Cuchillería Cocina - AUTO - 2181,A0423469X463HCZ4HXH9,Francia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,20/12/2020,,"1,50 €","1,50 €",,,0,814,"0,0035","218,56 €","218,56 €","0,27 €","0,27 €",0,0,0,0,0,0,155,"1574,38 €","1574,38 €",7.203422401171309,<5%
ACTIVADA,AZ - SP - CUPERINOX - Coltello Funghi - AUTO - 2181,A0428109LEGR6AFPYBIP,Italia,CAMPAIGN_STATUS_ENABLED,Mostrando,SP,AUTOMATIC,20/12/2020,,"2,00 €","2,00 €",,,0,2295,"0,0041","462,90 €","462,90 €","0,20 €","0,20 €",0,0,0,0,0,0,384,"4086,06 €","4086,06 €",8.827090084251447,<5%
EN PAUSA,704300,A0244007AZMFD35N9ZRM,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,17/01/2021,,"2,00 €","2,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,"816700_cuchillos_colores8,5",A095413230EH8QALPFU24,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,13/02/2021,,"1,00 €","1,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,816700,A04817633GKG1R43AGWR5,Italia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,16/02/2021,,"1,00 €","1,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,151210,A0315842355CPNSPRCQM2,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,22/02/2021,,"2,50 €","2,50 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,Campaña - 25/02/2021 20:43:30,A06336732W8DVZQ7QUZFK,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,24/02/2021,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,703600,A07182163FJ5CVNPQE7G5,Francia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,25/02/2021,,"5,00 €","5,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,816800,A04165242Z6O9NBDM2QAC,Italia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,27/02/2021,,"2,00 €","2,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
EN PAUSA,704300,A07607512GHD9O34T8PP1,Italia,CAMPAIGN_PAUSED,En pausa,SP,AUTOMATIC,12/03/2021,,"1,00 €","1,00 €",,,0,0,0,"0,00 €","0,00 €",,,0,0,0,0,0,0,0,"0,00 €","0,00 €",0,0
